filename,text
crops\crop_015948.png,SELANGOR
crops\crop_015949.png,OUTLET:03-80626265 CARELINE:03-56381988
crops\crop_015950.png,18/04/2018 5:18:08 P
crops\crop_015951.png,SESSION:11444
crops\crop_015952.png,USER:1
crops\crop_015953.png,TAX INVOICE NO:14551
crops\crop_015954.png,POS:2
crops\crop_015955.png,DESC & CODE
crops\crop_015956.png,QTY
crops\crop_015957.png,PRICE
crops\crop_015958.png,AMOUNT
crops\crop_015959.png,00014960 RAISIN ALMOND BREAD
crops\crop_015960.png,1.00
crops\crop_015961.png,4.55
crops\crop_015962.png,4.55
crops\crop_015963.png,00002493 CHEESE ROLL (4)
crops\crop_015964.png,1.00
crops\crop_015965.png,3.90
crops\crop_015966.png,3.90
crops\crop_015967.png,00002479 BUTTER ROLL (4)
crops\crop_015968.png,1.00
crops\crop_015969.png,2.80
crops\crop_015970.png,2.80
crops\crop_015971.png,TOTAL INCLUSIVE OF TAX
crops\crop_015972.png,11.25
crops\crop_015973.png,ROUNDING ADJUSTMENT
crops\crop_015974.png,0.00
crops\crop_015975.png,SUBTOTAL
crops\crop_015976.png,11.25
crops\crop_015977.png,RINGGIT M'SIA
crops\crop_015978.png,PAYMENT
crops\crop_015979.png,-20.00
crops\crop_015980.png,CHANGE
crops\crop_015981.png,8.75
crops\crop_015982.png,ITEM COUNT
crops\crop_015983.png,3
crops\crop_015984.png,ITEM TOTAL
crops\crop_015985.png,3
crops\crop_015986.png,GST SUMMARY
crops\crop_015987.png,AMOUNT
crops\crop_015988.png,GST
crops\crop_015989.png,GST 0% *
crops\crop_015990.png,0.00
crops\crop_015991.png,0.00
crops\crop_015992.png,GST 6%
crops\crop_015993.png,10.61
crops\crop_015994.png,0.64
crops\crop_015995.png,RECEIPT/TRX NO
crops\crop_015996.png,14551/1582555
crops\crop_015997.png,ALL BERRY'S PRODUCTS ARE AVAILABLE
crops\crop_015998.png,AT BERRY'S OUTLET ONLY.
crops\crop_015999.png,CUSTOMERSERVICE@BERRYS.COM.MY
crops\crop_016000.png,WWW.BERRYS.COM.MY
crops\crop_016001.png,20.00
crops\crop_016002.png,3180404
crops\crop_016003.png,WESTERN EASTERN
crops\crop_016004.png,STATIONERY SDN. BHD
crops\crop_016005.png,CO REG NO : 210038-K
crops\crop_016006.png,GST ID : 000517095424
crops\crop_016007.png,SHAH 51200 KUALA LUMPUR
crops\crop_016008.png,TEL : 03-4043 7678
crops\crop_016009.png,TAX INVOICE
crops\crop_016010.png,REG
crops\crop_016011.png,30-04-2018
crops\crop_016012.png,15:57
crops\crop_016013.png,C01
crops\crop_016014.png,KL 001
crops\crop_016015.png,038354
crops\crop_016016.png,B/W P.S A4/A3
crops\crop_016017.png,S
crops\crop_016018.png,RM1.38
crops\crop_016019.png,1 NO
crops\crop_016020.png,GST TA AMT
crops\crop_016021.png,RM1.30
crops\crop_016022.png,GST 6%
crops\crop_016023.png,RM0.08
crops\crop_016024.png,TOTAL
crops\crop_016025.png,RM1.38
crops\crop_016026.png,ROUNDING
crops\crop_016027.png,RM0.02
crops\crop_016028.png,CASH
crops\crop_016029.png,RM1.40
crops\crop_016030.png,TAX INVOICE OF GST
crops\crop_016031.png,GOODS SOLD ARE NOT
crops\crop_016032.png,RETURNABLE
crops\crop_016033.png,3180404
crops\crop_016034.png,WESTERN EASTERN
crops\crop_016035.png,ST TIONERY SDN. BHD
crops\crop_016036.png,CO REG NO : 210038-K
crops\crop_016037.png,GST ID : 000517095424
crops\crop_016038.png,SHAH 51200 KUALA LUMPUR
crops\crop_016039.png,TEL : 03-4043 7678
crops\crop_016040.png,TAX INVOICE
crops\crop_016041.png,REG
crops\crop_016042.png,16-04-2018
crops\crop_016043.png,14:51
crops\crop_016044.png,C01
crops\crop_016045.png,KL 001
crops\crop_016046.png,037846
crops\crop_016047.png,CLR P.S A4/A3
crops\crop_016048.png,S
crops\crop_016049.png,RM5.00
crops\crop_016050.png,1 NO
crops\crop_016051.png,GST TA AMT
crops\crop_016052.png,RM4.72
crops\crop_016053.png,GST 6%
crops\crop_016054.png,RM0.28
crops\crop_016055.png,TOTAL
crops\crop_016056.png,RM5.00
crops\crop_016057.png,CASH
crops\crop_016058.png,RM5.00
crops\crop_016059.png,TAX INVOICE OF GST
crops\crop_016060.png,GOODS SOLD ARE NOT
crops\crop_016061.png,RETURNABLE
crops\crop_016062.png,3180404
crops\crop_016063.png,GHEE HIANG
crops\crop_016064.png,GH DISTRIBUTOR & MARKETING SDN BHD
crops\crop_016065.png,(1097826-H)
crops\crop_016066.png,10400 PENANG.
crops\crop_016067.png,TEL: 04-262 0635
crops\crop_016068.png,GST REG.NO. : 001315377152
crops\crop_016069.png,TAX INVOICE
crops\crop_016070.png,INVOICE NO : 095_01/03124
crops\crop_016071.png,DATE
crops\crop_016072.png,: 13/04/2018 #1
crops\crop_016073.png,2:26 PM
crops\crop_016074.png,CASHIER
crops\crop_016075.png,: SOON WAH
crops\crop_016076.png,PRN ON
crops\crop_016077.png,: 13/04/2018 2:53 PM
crops\crop_016078.png,QTY ITEM
crops\crop_016079.png,RM
crops\crop_016080.png,*** RETAIL/TAKEAWAY ***
crops\crop_016081.png,2
crops\crop_016082.png,TAU SAR PNEAH (S) 24PCS @12.50
crops\crop_016083.png,25.00 SR
crops\crop_016084.png,2
crops\crop_016085.png,SUBTOTAL
crops\crop_016086.png,25.00
crops\crop_016087.png,NET TOTAL
crops\crop_016088.png,25. 0
crops\crop_016089.png,C
crops\crop_016090.png,50.00
crops\crop_016091.png,C.
crops\crop_016092.png,25.00
crops\crop_016093.png,*
crops\crop_016094.png,TAX SUMMARY
crops\crop_016095.png,AM NT
crops\crop_016096.png,TAX
crops\crop_016097.png,SR:INCLUSIVE OF GST @6%
crops\crop_016098.png,23.58
crops\crop_016099.png,1.42
crops\crop_016100.png,GOODS COLD ARE NON REFUNDABLE
crops\crop_016101.png,GE
crops\crop_016102.png,3/04
crops\crop_016103.png,018 2:53 PM ***
crops\crop_016104.png,3180404
crops\crop_016105.png,MENTAI INITIAL SDN BHD (1206674-T)
crops\crop_016106.png,SUSHI MENTAI PLAZA DANAU
crops\crop_016107.png,58100 KUALA LUMPUR.
crops\crop_016108.png,(GST REG. NO : 000435761152)
crops\crop_016109.png,TAX INVOICE
crops\crop_016110.png,TABLE 12
crops\crop_016111.png,ORDER#: 152842
crops\crop_016112.png,BILL#: V031- 551345
crops\crop_016113.png,PAX(S): 0
crops\crop_016114.png,DATE
crops\crop_016115.png,: 21-04-2018 20:40:32
crops\crop_016116.png,CASHIER: KHONG
crops\crop_016117.png,DESCRIPTION
crops\crop_016118.png,QTY
crops\crop_016119.png,U.PRICE
crops\crop_016120.png,TOTAL
crops\crop_016121.png,TAX
crops\crop_016122.png,GREEN TEA
crops\crop_016123.png,2 X
crops\crop_016124.png,1.00
crops\crop_016125.png,2.00
crops\crop_016126.png,SR
crops\crop_016127.png,SHIRO RAMEN
crops\crop_016128.png,1 X
crops\crop_016129.png,12.80
crops\crop_016130.png,12.80
crops\crop_016131.png,SR
crops\crop_016132.png,SUSHI 1.30
crops\crop_016133.png,10 X
crops\crop_016134.png,1.80
crops\crop_016135.png,18.00
crops\crop_016136.png,SR
crops\crop_016137.png,SUSHI 2.80
crops\crop_016138.png,1 X
crops\crop_016139.png,2.80
crops\crop_016140.png,2.80
crops\crop_016141.png,SR
crops\crop_016142.png,TOTAL (EXCLUDING GST):
crops\crop_016143.png,35.60
crops\crop_016144.png,SERV. CHARGE (10%):
crops\crop_016145.png,3.56
crops\crop_016146.png,GST PAYABLE:
crops\crop_016147.png,2.36
crops\crop_016148.png,TOTAL (INCLUSIVE OF GST):
crops\crop_016149.png,41.52
crops\crop_016150.png,ROUNDING ADJ:
crops\crop_016151.png,-0.02
crops\crop_016152.png,TOTAL:
crops\crop_016153.png,41.50
crops\crop_016154.png,CLOSED: ;201601897 21-04-2018
crops\crop_016155.png,21:09:20
crops\crop_016156.png,SERVER: KHONG
crops\crop_016157.png,VISA
crops\crop_016158.png,41.50
crops\crop_016159.png,GST SUMMARY
crops\crop_016160.png,AMOUNT(RM)
crops\crop_016161.png,TAX(RM)
crops\crop_016162.png,SR
crops\crop_016163.png,(@ 6%)
crops\crop_016164.png,39.16
crops\crop_016165.png,2.36
crops\crop_016166.png,(GUEST SIGNATURE)
crops\crop_016167.png,THANK YOU!!!
crops\crop_016168.png,PLEASE COME AGAIN!!!
crops\crop_016169.png,POWERED BY WWW.SISPOS.COM.MY
crops\crop_016170.png,3180502
crops\crop_016171.png,THE
crops\crop_016172.png,ROTI
crops\crop_016173.png,MAN
crops\crop_016174.png,BAKERY
crops\crop_016175.png,000965911Â·P
crops\crop_016176.png,TEL:03-9054 3785
crops\crop_016177.png,GST 000292065280
crops\crop_016178.png,MC #01
crops\crop_016179.png,REG
crops\crop_016180.png,C01
crops\crop_016181.png,04-05-2018 16:07
crops\crop_016182.png,456277
crops\crop_016183.png,BACON
crops\crop_016184.png,RM4.90
crops\crop_016185.png,S
crops\crop_016186.png,WALNUT RAISIN
crops\crop_016187.png,RM8.60
crops\crop_016188.png,S
crops\crop_016189.png,DARK RYE BUN
crops\crop_016190.png,RM6.90
crops\crop_016191.png,S
crops\crop_016192.png,3 NO
crops\crop_016193.png,SUBTOTAL
crops\crop_016194.png,RM20.40
crops\crop_016195.png,CASH
crops\crop_016196.png,RM20.40
crops\crop_016197.png,TAX INVOICE NO.
crops\crop_016198.png,223894
crops\crop_016199.png,THANK YOU
crops\crop_016200.png,PLEASE COME AGAIN
crops\crop_016201.png,PRICE INCLSIVE 6% GST
crops\crop_016202.png,WELCOME TO THE FAMILY
crops\crop_016203.png,FAMILYMART
crops\crop_016204.png,HAXINCONE RESOURCES SDN BHD (383322-D)
crops\crop_016205.png,GST ID: 000468594688
crops\crop_016206.png,#0020 THE SUNNIT USJ
crops\crop_016207.png,TAX INVOICE
crops\crop_016208.png,20/04/2018 19:15
crops\crop_016209.png,#1000000163
crops\crop_016210.png,POS: 02
crops\crop_016211.png,STAFF: ZUHAIRAWATI
crops\crop_016212.png,DESC
crops\crop_016213.png,AMT(RM)
crops\crop_016214.png,SPRITZER M/WATER 1.51 EA
crops\crop_016215.png,3.70
crops\crop_016216.png,S
crops\crop_016217.png,TOTAL
crops\crop_016218.png,3.70
crops\crop_016219.png,CASH
crops\crop_016220.png,-10.00
crops\crop_016221.png,CHANGE
crops\crop_016222.png,6.30
crops\crop_016223.png,# ITEMS SOLD
crops\crop_016224.png,1
crops\crop_016225.png,TAX CODE
crops\crop_016226.png,ANT(RM)
crops\crop_016227.png,GST(RM)
crops\crop_016228.png,S 6%
crops\crop_016229.png,3.49
crops\crop_016230.png,0.21
crops\crop_016231.png,THANK YOU & PLEASE COME AGAIN
crops\crop_016232.png,***
crops\crop_016233.png,BE A PART OF OUR FAMILY TODAY!
crops\crop_016234.png,FACEBOOK: FAMILYHARTMY
crops\crop_016235.png,WWW.FAMILYMART.COM.MY
crops\crop_016236.png,* 1 0 0 0 0 0 0 1 6 3 *
crops\crop_016237.png,WELCOME TO THE FAMILY
crops\crop_016238.png,FAMILYMART
crops\crop_016239.png,MAXINCOME RESOURCES SDN BHD (383322-D)
crops\crop_016240.png,GST ID : 000468594688
crops\crop_016241.png,#0023 KLIA2 ARRIVAL
crops\crop_016242.png,TEL NO: -
crops\crop_016243.png,TAX INVOICE
crops\crop_016244.png,16/04/2018 16:28
crops\crop_016245.png,#002348863
crops\crop_016246.png,POS: 04 CSH: 00023122
crops\crop_016247.png,STAFF: REKHA
crops\crop_016248.png,DESC
crops\crop_016249.png,AMT (RM)
crops\crop_016250.png,MARLBOROMEGAICEBLSTBOX
crops\crop_016251.png,17.00SR
crops\crop_016252.png,ALLADDIN SILK LOGO 2.58
crops\crop_016253.png,1.80SR
crops\crop_016254.png,SUB TOTAL (INC GST)
crops\crop_016255.png,18.80
crops\crop_016256.png,TOTAL
crops\crop_016257.png,18.80
crops\crop_016258.png,CASH
crops\crop_016259.png,50.00
crops\crop_016260.png,CHANGE
crops\crop_016261.png,31.20
crops\crop_016262.png,# ITEMS SOLD
crops\crop_016263.png,2
crops\crop_016264.png,TAX CODE
crops\crop_016265.png,AMT(RM)
crops\crop_016266.png,TAX(RM)
crops\crop_016267.png,6%)
crops\crop_016268.png,17.74
crops\crop_016269.png,1.06
crops\crop_016270.png,NK YOU & PLEASE COME AGAIN
crops\crop_016271.png,***
crops\crop_016272.png,BE A PART OF OUR FAMILY TODAY!
crops\crop_016273.png,FACEBOOK
crops\crop_016274.png,:
crops\crop_016275.png,FAMILYMARTMY
crops\crop_016276.png,WW.FAMILYMART.COM.MY
crops\crop_016277.png,CITY MILK
crops\crop_016278.png,R&C VENTURE SDN BHD (1191015-W)
crops\crop_016279.png,KUALA LUMPUR.
crops\crop_016280.png,(GST NO: 001557721088)
crops\crop_016281.png,TAX INVOICE
crops\crop_016282.png,ORDER #:139358
crops\crop_016283.png,INV NO.: 539319
crops\crop_016284.png,DATE
crops\crop_016285.png,:
crops\crop_016286.png,19-04-2018 13:43:54
crops\crop_016287.png,CASHIER: CITY MILK CASHIER
crops\crop_016288.png,DESCRIPTION
crops\crop_016289.png,QTY
crops\crop_016290.png,U.PRICE
crops\crop_016291.png,TOTAL
crops\crop_016292.png,TAX
crops\crop_016293.png,BANANA MILKSHAKE(R)
crops\crop_016294.png,1 X
crops\crop_016295.png,9.50
crops\crop_016296.png,9.50
crops\crop_016297.png,SR
crops\crop_016298.png,TOTAL QTY:
crops\crop_016299.png,1
crops\crop_016300.png,TOTAL (EXCLUDING GST):
crops\crop_016301.png,8.96
crops\crop_016302.png,GST PAYABLE (6%):
crops\crop_016303.png,0.54
crops\crop_016304.png,TOTAL (INCLUSIVE OF GST):
crops\crop_016305.png,9.50
crops\crop_016306.png,TOTAL:
crops\crop_016307.png,9.50
crops\crop_016308.png,CASH :
crops\crop_016309.png,10.50
crops\crop_016310.png,CHANGE :
crops\crop_016311.png,1.00
crops\crop_016312.png,GST
crops\crop_016313.png,SUMMARY
crops\crop_016314.png,AMOUNT(RM)
crops\crop_016315.png,TAX(RM)
crops\crop_016316.png,SR
crops\crop_016317.png,(@ 6%)
crops\crop_016318.png,8.96
crops\crop_016319.png,0.54
crops\crop_016320.png,**** THANK YOU ****
crops\crop_016321.png,PLEASE COME AGAIN
crops\crop_016322.png,SIMPLIFIED TAX INVOICE
crops\crop_016323.png,AA PHARMACY
crops\crop_016324.png,SUBANG HEALTHCARE SDN
crops\crop_016325.png,1118258-K
crops\crop_016326.png,GST NO: 001536708608
crops\crop_016327.png,TEL: 03-56127718
crops\crop_016328.png,CASH
crops\crop_016329.png,RECEIPT #: CS00251915
crops\crop_016330.png,DATE: 29/10/2017
crops\crop_016331.png,SALESPERSON : C3
crops\crop_016332.png,TIME: 20:18:00
crops\crop_016333.png,CASHIER : C3
crops\crop_016334.png,ITEM
crops\crop_016335.png,QTY
crops\crop_016336.png,U/P
crops\crop_016337.png,AMOUNT
crops\crop_016338.png,(GST)
crops\crop_016339.png,(GST)
crops\crop_016340.png,030249
crops\crop_016341.png,1
crops\crop_016342.png,14.90
crops\crop_016343.png,14.90 S
crops\crop_016344.png,(BOX 100S) SUPER SAFE POWDER FREE NITRIL
crops\crop_016345.png,03022
crops\crop_016346.png,1
crops\crop_016347.png,14.00
crops\crop_016348.png,14.00 S
crops\crop_016349.png,(S SIZE) SUPER SAFE LATEX GLOVE POWDER F
crops\crop_016350.png,TOTAL QUANTITY
crops\crop_016351.png,2
crops\crop_016352.png,SUB-TOTAL
crops\crop_016353.png,27.27
crops\crop_016354.png,DISC
crops\crop_016355.png,0.00
crops\crop_016356.png,GST
crops\crop_016357.png,1.64
crops\crop_016358.png,ROUNDING
crops\crop_016359.png,-0.01
crops\crop_016360.png,TOTAL
crops\crop_016361.png,28.90
crops\crop_016362.png,CASH
crops\crop_016363.png,28.90
crops\crop_016364.png,CHANGE
crops\crop_016365.png,0.00
crops\crop_016366.png,THANK YOU.
crops\crop_016367.png,GST SUMMARY
crops\crop_016368.png,CODE
crops\crop_016369.png,AMOUNT
crops\crop_016370.png,%
crops\crop_016371.png,TAX/AMT
crops\crop_016372.png,SR
crops\crop_016373.png,27.27
crops\crop_016374.png,6
crops\crop_016375.png,1.64
crops\crop_016376.png,TAX TOTAL:
crops\crop_016377.png,1.64
crops\crop_016378.png,BHD
crops\crop_016379.png,DIGI TELECOMMUNICATIONS SDN BHD
crops\crop_016380.png,(201283-M)
crops\crop_016381.png,SELANGOR
crops\crop_016382.png,TAX INVOICE
crops\crop_016383.png,GST REG NUMBER:
crops\crop_016384.png,001211957248
crops\crop_016385.png,13/10/2017
crops\crop_016386.png,12:35
crops\crop_016387.png,POS LOGIN ID: DMGR34013
crops\crop_016388.png,STORE NAME: DS001-BP009 OSCAR COLOUR LAB
crops\crop_016389.png,& TELECOMMUNICATION SDN. BHD. (523847-W)
crops\crop_016390.png,BILL PAYMENT
crops\crop_016391.png,PAID AMOUNT
crops\crop_016392.png,234.40
crops\crop_016393.png,SUB TOTAL AMOUNT
crops\crop_016394.png,234.40
crops\crop_016395.png,TOTAL AMOUNT
crops\crop_016396.png,234.40
crops\crop_016397.png,CREDIT CARD
crops\crop_016398.png,234.40
crops\crop_016399.png,CREDIT CARD NO.:XXXX XXXX XXXX 6974
crops\crop_016400.png,TOTAL AMOUNT COLLECTED
crops\crop_016401.png,234.40
crops\crop_016402.png,CUSTOMER NAME: LIM RUEY CHYI
crops\crop_016403.png,MOBILE NO.:
crops\crop_016404.png,60143149319
crops\crop_016405.png,ACCOUNT NO.:
crops\crop_016406.png,1000004587104
crops\crop_016407.png,CUSTOMER COPY
crops\crop_016408.png,THANK YOU
crops\crop_016409.png,HAVE A NICE DAY
crops\crop_016410.png,34013001929120171013
crops\crop_016411.png,TAX INVOICE
crops\crop_016412.png,KHIAM AIK CHAN SDN BHD (88842-H)
crops\crop_016413.png,GST REG.: 000555819008
crops\crop_016414.png,CASH SALES NO. :
crops\crop_016415.png,CS-19204
crops\crop_016416.png,DATE :
crops\crop_016417.png,25/09/2017 01:48:57 PM
crops\crop_016418.png,1. MAX 10-1M STAPLES
crops\crop_016419.png,2 X 14.20
crops\crop_016420.png,28.40
crops\crop_016421.png,TATAL SALES INCLUSIVE GST @6%
crops\crop_016422.png,28.40
crops\crop_016423.png,CASH
crops\crop_016424.png,50.00
crops\crop_016425.png,CHANGE
crops\crop_016426.png,21.60
crops\crop_016427.png,GST SUMMARY
crops\crop_016428.png,AMOUNT(RM)
crops\crop_016429.png,TAX(RM)
crops\crop_016430.png,SR @ 6%
crops\crop_016431.png,26.79
crops\crop_016432.png,1.61
crops\crop_016433.png,GOODS SOLD ARE NOT RETURNABLE.
crops\crop_016434.png,THANK YOU! PLEASE COME AGAIN!
crops\crop_016435.png,SIMPLIFIED TAX INVOICE
crops\crop_016436.png,AA PHARMACY
crops\crop_016437.png,SUBANG HEALTHCARE SDN
crops\crop_016438.png,1118258-K
crops\crop_016439.png,GST NO: 001536708608
crops\crop_016440.png,TEL: 03-56127718
crops\crop_016441.png,CASH
crops\crop_016442.png,RECEIPT #: CS00224314
crops\crop_016443.png,DATE:
crops\crop_016444.png,11/08/2017
crops\crop_016445.png,SALESPERSON :
crops\crop_016446.png,TIME:
crops\crop_016447.png,19:46:00
crops\crop_016448.png,CASHIER
crops\crop_016449.png,:
crops\crop_016450.png,C1
crops\crop_016451.png,ITEM
crops\crop_016452.png,QTY
crops\crop_016453.png,U/P
crops\crop_016454.png,AMOUNT
crops\crop_016455.png,(GST)
crops\crop_016456.png,(GST)
crops\crop_016457.png,1394
crops\crop_016458.png,1
crops\crop_016459.png,57.00
crops\crop_016460.png,57.00
crops\crop_016461.png,S
crops\crop_016462.png,(UNIT) WAYCARE WOUND DRESSING WATERPROOF
crops\crop_016463.png,2045179052519
crops\crop_016464.png,1
crops\crop_016465.png,5.30
crops\crop_016466.png,5.30
crops\crop_016467.png,S
crops\crop_016468.png,(BOX 100S) AROS NON -WOWEN SWAB ALCOHOL
crops\crop_016469.png,P
crops\crop_016470.png,9557037001049
crops\crop_016471.png,1
crops\crop_016472.png,3.90
crops\crop_016473.png,3.90
crops\crop_016474.png,S
crops\crop_016475.png,(EACH) PAN MATE COTTON BUDS 4DOTIPS
crops\crop_016476.png,8896
crops\crop_016477.png,3
crops\crop_016478.png,1.70
crops\crop_016479.png,5.10
crops\crop_016480.png,S
crops\crop_016481.png,(UNIT) UNIGLOVES STERILE GAUZE SWAB 10CM
crops\crop_016482.png,9556250921884
crops\crop_016483.png,1
crops\crop_016484.png,6.80
crops\crop_016485.png,6.80
crops\crop_016486.png,Z
crops\crop_016487.png,(1 BOX) GENTAMICIN CREAM
crops\crop_016488.png,TOTAL QUANTITY
crops\crop_016489.png,7
crops\crop_016490.png,SUB-TOTAL
crops\crop_016491.png,74.06
crops\crop_016492.png,DISC
crops\crop_016493.png,0.00
crops\crop_016494.png,GST
crops\crop_016495.png,4.04
crops\crop_016496.png,ROUNDING
crops\crop_016497.png,0.00
crops\crop_016498.png,TOTAL
crops\crop_016499.png,78.10
crops\crop_016500.png,DEBIT CARD
crops\crop_016501.png,78.10
crops\crop_016502.png,CHANG
crops\crop_016503.png,0.00
crops\crop_016504.png,THANK YOU.
crops\crop_016505.png,GST SUMMARY
crops\crop_016506.png,CODE
crops\crop_016507.png,AMOUNT
crops\crop_016508.png,%
crops\crop_016509.png,TAX/AMT
crops\crop_016510.png,SR
crops\crop_016511.png,67.26
crops\crop_016512.png,6
crops\crop_016513.png,4.04
crops\crop_016514.png,ZRL
crops\crop_016515.png,6.80
crops\crop_016516.png,0
crops\crop_016517.png,0.00
crops\crop_016518.png,TAX TOTAL:
crops\crop_016519.png,4.04
crops\crop_016520.png,BHD
crops\crop_016521.png,GARDENIA BAKERIES (KI ) SDN BHD (139386 X)
crops\crop_016522.png,TEL: 03- 55423228
crops\crop_016523.png,FAX:03- 55423213
crops\crop_016524.png,GST ID: 000381399040
crops\crop_016525.png,TAX INVOICE / ADJUSTMENT NOTE
crops\crop_016526.png,CASH INV NO.: 7721F711
crops\crop_016527.png,VE0514
crops\crop_016528.png,DATE: 21/07/2017
crops\crop_016529.png,MAKASSAR FRESH MARKET SDN BHD
crops\crop_016530.png,VE05: AZLAN(3737)
crops\crop_016531.png,DD: 21/07/2017
crops\crop_016532.png,11:10
crops\crop_016533.png,DESCRIPTION
crops\crop_016534.png,U.P
crops\crop_016535.png,ISS
crops\crop_016536.png,EXC
crops\crop_016537.png,D
crops\crop_016538.png,SALE
crops\crop_016539.png,AMT(RM)
crops\crop_016540.png,O.C. WHITE
crops\crop_016541.png,2.13
crops\crop_016542.png,10
crops\crop_016543.png,8
crops\crop_016544.png,0
crops\crop_016545.png,2
crops\crop_016546.png,4.26
crops\crop_016547.png,WHOLEMEAL
crops\crop_016548.png,2.78
crops\crop_016549.png,2
crops\crop_016550.png,4
crops\crop_016551.png,0
crops\crop_016552.png,-2
crops\crop_016553.png,-5.56
crops\crop_016554.png,O.C JUMBO
crops\crop_016555.png,2.97
crops\crop_016556.png,10
crops\crop_016557.png,7
crops\crop_016558.png,0
crops\crop_016559.png,3
crops\crop_016560.png,8.91
crops\crop_016561.png,TOTAL 0% SUPPLIES:
crops\crop_016562.png,7.61
crops\crop_016563.png,CR-CHOCLT
crops\crop_016564.png,0.72
crops\crop_016565.png,20
crops\crop_016566.png,0
crops\crop_016567.png,0
crops\crop_016568.png,20
crops\crop_016569.png,14.40
crops\crop_016570.png,KAYA-ORI
crops\crop_016571.png,2.40
crops\crop_016572.png,4
crops\crop_016573.png,0
crops\crop_016574.png,0
crops\crop_016575.png,4
crops\crop_016576.png,9.60
crops\crop_016577.png,TOTAL 6% SUPPLIES (EXCL. GST):
crops\crop_016578.png,24.00
crops\crop_016579.png,GST:
crops\crop_016580.png,1.44
crops\crop_016581.png,TOTAL 6% SUPPLIES (INC. GST):
crops\crop_016582.png,25.44
crops\crop_016583.png,TOTAL 0% SUPPLIES:
crops\crop_016584.png,7.61
crops\crop_016585.png,TOTAL PAYABLE:
crops\crop_016586.png,33.05
crops\crop_016587.png,E.&.0.E.
crops\crop_016588.png,RECEIVED ABOVE GOODS IN GOOD ORDER CONDITION.
crops\crop_016589.png,THE RECIPIENT OF GARDENIA'S PRODUCTS IS
crops\crop_016590.png,REQUIRED TO MAKE NECESSARY ADJUSTMENTS TO ITS
crops\crop_016591.png,ADJUSTMENTS SHOWN IN CHIS TAX INVOICE
crops\crop_016592.png,ADJUSTMENT NOTE
crops\crop_016593.png,CUSTOMER'S COPY
crops\crop_016594.png,GARDENIA BAKERIES (KL) SDN BHD (139386 X)
crops\crop_016595.png,TEL: 03- 55423228
crops\crop_016596.png,FAX:03- 55423213
crops\crop_016597.png,GST ID: 000381399040
crops\crop_016598.png,TAX INVOICE / ADJUSTMENT NOTE
crops\crop_016599.png,CASH INV NO.: 7830F715
crops\crop_016600.png,VE0514
crops\crop_016601.png,DATE: 30/08/2017
crops\crop_016602.png,MAKASSAR FRESH MARKET SDN BHD
crops\crop_016603.png,VE05: RIDZUAN (11900)
crops\crop_016604.png,DD: 30/08/2017
crops\crop_016605.png,10:51
crops\crop_016606.png,DESCRIPTION
crops\crop_016607.png,U.P
crops\crop_016608.png,ISS
crops\crop_016609.png,EXC
crops\crop_016610.png,D
crops\crop_016611.png,SALE
crops\crop_016612.png,AMT(RM)
crops\crop_016613.png,O.C. WHITE
crops\crop_016614.png,2.13
crops\crop_016615.png,5
crops\crop_016616.png,0
crops\crop_016617.png,0
crops\crop_016618.png,5
crops\crop_016619.png,10.65
crops\crop_016620.png,WHOLEMEAL
crops\crop_016621.png,2.78
crops\crop_016622.png,5
crops\crop_016623.png,0
crops\crop_016624.png,0
crops\crop_016625.png,5
crops\crop_016626.png,13.90
crops\crop_016627.png,O.C JUMBO
crops\crop_016628.png,2.97
crops\crop_016629.png,5
crops\crop_016630.png,0
crops\crop_016631.png,0
crops\crop_016632.png,5
crops\crop_016633.png,14.85
crops\crop_016634.png,TOTAL 0% SUPPLIES:
crops\crop_016635.png,39.40
crops\crop_016636.png,CR-CHOCLT
crops\crop_016637.png,0.72
crops\crop_016638.png,20
crops\crop_016639.png,2
crops\crop_016640.png,0
crops\crop_016641.png,18
crops\crop_016642.png,12.96
crops\crop_016643.png,TOTAL 6% SUPPLIES (EXCL. GST):
crops\crop_016644.png,12.96
crops\crop_016645.png,GST:
crops\crop_016646.png,0.78
crops\crop_016647.png,TOTAL 6% SUPPLIES (INC. GST):
crops\crop_016648.png,13.74
crops\crop_016649.png,TOTAL 0% SUPPLIES:
crops\crop_016650.png,39.40
crops\crop_016651.png,TOTAL PAYABLE:
crops\crop_016652.png,53.14
crops\crop_016653.png,E.&.0.E.
crops\crop_016654.png,RECEIVED ABOVE GOODS IN GOOD ORDER CONDITION.
crops\crop_016655.png,THE RECIPIENT OF GARDENIA'S PRODUCTS IS
crops\crop_016656.png,REQUIRED TO MAKE NECESSARY ADJUSTMENTS TO ITS
crops\crop_016657.png,ADJUSTMENTS SHOWN IN THIS TAX INVOICE /
crops\crop_016658.png,ADJUSTMENT NOTE
crops\crop_016659.png,CUSTOMER'S COPY
crops\crop_016660.png,GARDENIA BAKERIES (KL) SDN BHD (139386 X)
crops\crop_016661.png,TEL: 03- 55423228
crops\crop_016662.png,GST ID: 000381399040
crops\crop_016663.png,TAX INVOICE / ADJUSTMENT NOTE
crops\crop_016664.png,CASH INV NO.:
crops\crop_016665.png,7730F710
crops\crop_016666.png,VE0514
crops\crop_016667.png,DATE:
crops\crop_016668.png,30/07/2017
crops\crop_016669.png,MAKASSAR FRESH MARKET SDN BHD
crops\crop_016670.png,VE05: RIDZUAN(11900)
